f,mag,pha
1.57036280433354e+003,-2.00340695774548e+001,-2.52066308057721e+000
1.57398286446620e+003,-2.00345877065322e+001,-2.52648275337710e+000
1.57761126969933e+003,-2.00351082610855e+001,-2.53231590387715e+000
1.58124803927037e+003,-2.00356312526280e+001,-2.53816256357584e+000
1.58489319246110e+003,-2.00361566927291e+001,-2.54402276404725e+000
1.58854674859776e+003,-2.00366845930149e+001,-2.54989653694125e+000
1.59220872705115e+003,-2.00372149651681e+001,-2.55578391398366e+000
1.59587914723672e+003,-2.00377478209284e+001,-2.56168492697649e+000
1.59955802861465e+003,-2.00382831720929e+001,-2.56759960779811e+000
1.60324539069002e+003,-2.00388210305160e+001,-2.57352798840342e+000
1.60694125301286e+003,-2.00393614081103e+001,-2.57947010082414e+000
1.61064563517825e+003,-2.00399043168466e+001,-2.58542597716887e+000
1.61435855682647e+003,-2.00404497687540e+001,-2.59139564962346e+000
1.61808003764305e+003,-2.00409977759206e+001,-2.59737915045103e+000
1.62181009735891e+003,-2.00415483504933e+001,-2.60337651199233e+000
1.62554875575047e+003,-2.00421015046787e+001,-2.60938776666579e+000
1.62929603263970e+003,-2.00426572507430e+001,-2.61541294696787e+000
1.63305194789432e+003,-2.00432156010124e+001,-2.62145208547316e+000
1.63681652142779e+003,-2.00437765678734e+001,-2.62750521483462e+000
1.64058977319952e+003,-2.00443401637731e+001,-2.63357236778376e+000
1.64437172321491e+003,-2.00449064012197e+001,-2.63965357713089e+000
1.64816239152549e+003,-2.00454752927826e+001,-2.64574887576527e+000
1.65196179822900e+003,-2.00460468510927e+001,-2.65185829665534e+000
1.65576996346951e+003,-2.00466210888428e+001,-2.65798187284895e+000
1.65958690743754e+003,-2.00471980187880e+001,-2.66411963747355e+000
1.66341265037015e+003,-2.00477776537459e+001,-2.67027162373635e+000
1.66724721255104e+003,-2.00483600065970e+001,-2.67643786492457e+000
1.67109061431069e+003,-2.00489450902850e+001,-2.68261839440570e+000
1.67494287602642e+003,-2.00495329178169e+001,-2.68881324562757e+000
1.67880401812254e+003,-2.00501235022638e+001,-2.69502245211873e+000
1.68267406107045e+003,-2.00507168567610e+001,-2.70124604748853e+000
1.68655302538872e+003,-2.00513129945080e+001,-2.70748406542740e+000
1.69044093164324e+003,-2.00519119287695e+001,-2.71373653970697e+000
1.69433780044731e+003,-2.00525136728751e+001,-2.72000350418044e+000
1.69824365246172e+003,-2.00531182402202e+001,-2.72628499278265e+000
1.70215850839493e+003,-2.00537256442657e+001,-2.73258103953036e+000
1.70608238900310e+003,-2.00543358985390e+001,-2.73889167852244e+000
1.71001531509027e+003,-2.00549490166340e+001,-2.74521694394011e+000
1.71395730750840e+003,-2.00555650122115e+001,-2.75155687004713e+000
1.71790838715757e+003,-2.00561838989992e+001,-2.75791149119003e+000
1.72186857498598e+003,-2.00568056907930e+001,-2.76428084179832e+000
1.72583789199018e+003,-2.00574304014562e+001,-2.77066495638474e+000
1.72981635921508e+003,-2.00580580449208e+001,-2.77706386954540e+000
1.73380399775412e+003,-2.00586886351871e+001,-2.78347761596007e+000
1.73780082874935e+003,-2.00593221863248e+001,-2.78990623039242e+000
1.74180687339159e+003,-2.00599587124726e+001,-2.79634974769011e+000
1.74582215292048e+003,-2.00605982278392e+001,-2.80280820278519e+000
1.74984668862463e+003,-2.00612407467032e+001,-2.80928163069415e+000
1.75388050184174e+003,-2.00618862834139e+001,-2.81577006651831e+000
1.75792361395867e+003,-2.00625348523913e+001,-2.82227354544389e+000
1.76197604641161e+003,-2.00631864681266e+001,-2.82879210274234e+000
1.76603782068614e+003,-2.00638411451826e+001,-2.83532577377049e+000
1.77010895831740e+003,-2.00644988981942e+001,-2.84187459397085e+000
1.77418948089014e+003,-2.00651597418683e+001,-2.84843859887177e+000
1.77827941003890e+003,-2.00658236909849e+001,-2.85501782408769e+000
1.78237876744807e+003,-2.00664907603968e+001,-2.86161230531939e+000
1.78648757485203e+003,-2.00671609650305e+001,-2.86822207835419e+000
1.79060585403527e+003,-2.00678343198863e+001,-2.87484717906620e+000
1.79473362683250e+003,-2.00685108400387e+001,-2.88148764341651e+000
1.79887091512876e+003,-2.00691905406368e+001,-2.88814350745346e+000
1.80301774085954e+003,-2.00698734369049e+001,-2.89481480731286e+000
1.80717412601090e+003,-2.00705595441428e+001,-2.90150157921827e+000
1.81134009261958e+003,-2.00712488777258e+001,-2.90820385948109e+000
1.81551566277311e+003,-2.00719414531057e+001,-2.91492168450094e+000
1.81970085860996e+003,-2.00726372858109e+001,-2.92165509076583e+000
1.82389570231961e+003,-2.00733363914468e+001,-2.92840411485243e+000
1.82810021614272e+003,-2.00740387856964e+001,-2.93516879342625e+000
1.83231442237119e+003,-2.00747444843202e+001,-2.94194916324193e+000
1.83653834334832e+003,-2.00754535031575e+001,-2.94874526114342e+000
1.84077200146893e+003,-2.00761658581257e+001,-2.95555712406431e+000
1.84501541917945e+003,-2.00768815652218e+001,-2.96238478902793e+000
1.84926861897805e+003,-2.00776006405221e+001,-2.96922829314776e+000
1.85353162341478e+003,-2.00783231001828e+001,-2.97608767362752e+000
1.85780445509167e+003,-2.00790489604405e+001,-2.98296296776146e+000
1.86208713666284e+003,-2.00797782376128e+001,-2.98985421293468e+000
1.86637969083464e+003,-2.00805109480983e+001,-2.99676144662325e+000
1.87068214036577e+003,-2.00812471083773e+001,-3.00368470639454e+000
1.87499450806739e+003,-2.00819867350122e+001,-3.01062402990742e+000
1.87931681680324e+003,-2.00827298446479e+001,-3.01757945491248e+000
1.88364908948977e+003,-2.00834764540124e+001,-3.02455101925238e+000
1.88799134909627e+003,-2.00842265799170e+001,-3.03153876086201e+000
1.89234361864495e+003,-2.00849802392569e+001,-3.03854271776873e+000
1.89670592121112e+003,-2.00857374490116e+001,-3.04556292809267e+000
1.90107827992327e+003,-2.00864982262453e+001,-3.05259943004694e+000
1.90546071796322e+003,-2.00872625881075e+001,-3.05965226193791e+000
1.90985325856621e+003,-2.00880305518332e+001,-3.06672146216542e+000
1.91425592502106e+003,-2.00888021347437e+001,-3.07380706922309e+000
1.91866874067026e+003,-2.00895773542468e+001,-3.08090912169852e+000
1.92309172891013e+003,-2.00903562278375e+001,-3.08802765827357e+000
1.92752491319091e+003,-2.00911387730979e+001,-3.09516271772455e+000
1.93196831701689e+003,-2.00919250076985e+001,-3.10231433892263e+000
1.93642196394658e+003,-2.00927149493982e+001,-3.10948256083390e+000
1.94088587759275e+003,-2.00935086160446e+001,-3.11666742251978e+000
1.94536008162263e+003,-2.00943060255748e+001,-3.12386896313722e+000
1.94984459975802e+003,-2.00951071960160e+001,-3.13108722193889e+000
