f,mag,pha
1.56314764264094e+003,8.64963875335562e+001,-5.42650233895025e+001
1.56675107010813e+003,8.64827740993242e+001,-5.43229528246770e+001
1.57036280433354e+003,8.64691410758868e+001,-5.43808227742332e+001
1.57398286446620e+003,8.64554884983465e+001,-5.44386329883278e+001
1.57761126969933e+003,8.64418164019342e+001,-5.44963832182619e+001
1.58124803927037e+003,8.64281248220071e+001,-5.45540732164840e+001
1.58489319246110e+003,8.64144137940484e+001,-5.46117027365925e+001
1.58854674859776e+003,8.64006833536657e+001,-5.46692715333387e+001
1.59220872705115e+003,8.63869335365900e+001,-5.47267793626293e+001
1.59587914723672e+003,8.63731643786744e+001,-5.47842259815287e+001
1.59955802861465e+003,8.63593759158935e+001,-5.48416111482619e+001
1.60324539069002e+003,8.63455681843414e+001,-5.48989346222169e+001
1.60694125301286e+003,8.63317412202315e+001,-5.49561961639468e+001
1.61064563517825e+003,8.63178950598944e+001,-5.50133955351726e+001
1.61435855682647e+003,8.63040297397778e+001,-5.50705324987851e+001
1.61808003764305e+003,8.62901452964444e+001,-5.51276068188472e+001
1.62181009735891e+003,8.62762417665713e+001,-5.51846182605964e+001
1.62554875575047e+003,8.62623191869490e+001,-5.52415665904467e+001
1.62929603263970e+003,8.62483775944796e+001,-5.52984515759903e+001
1.63305194789432e+003,8.62344170261763e+001,-5.53552729860005e+001
1.63681652142779e+003,8.62204375191621e+001,-5.54120305904329e+001
1.64058977319952e+003,8.62064391106684e+001,-5.54687241604275e+001
1.64437172321491e+003,8.61924218380341e+001,-5.55253534683108e+001
1.64816239152549e+003,8.61783857387045e+001,-5.55819182875974e+001
1.65196179822900e+003,8.61643308502300e+001,-5.56384183929917e+001
1.65576996346951e+003,8.61502572102651e+001,-5.56948535603896e+001
1.65958690743754e+003,8.61361648565670e+001,-5.57512235668804e+001
1.66341265037015e+003,8.61220538269950e+001,-5.58075281907482e+001
1.66724721255104e+003,8.61079241595087e+001,-5.58637672114731e+001
1.67109061431069e+003,8.60937758921673e+001,-5.59199404097333e+001
1.67494287602642e+003,8.60796090631284e+001,-5.59760475674062e+001
1.67880401812254e+003,8.60654237106469e+001,-5.60320884675698e+001
1.68267406107045e+003,8.60512198730735e+001,-5.60880628945039e+001
1.68655302538872e+003,8.60369975888542e+001,-5.61439706336917e+001
1.69044093164324e+003,8.60227568965284e+001,-5.61998114718206e+001
1.69433780044731e+003,8.60084978347287e+001,-5.62555851967837e+001
1.69824365246172e+003,8.59942204421789e+001,-5.63112915976808e+001
1.70215850839493e+003,8.59799247576932e+001,-5.63669304648193e+001
1.70608238900310e+003,8.59656108201754e+001,-5.64225015897156e+001
1.71001531509027e+003,8.59512786686172e+001,-5.64780047650956e+001
1.71395730750840e+003,8.59369283420975e+001,-5.65334397848959e+001
1.71790838715757e+003,8.59225598797811e+001,-5.65888064442645e+001
1.72186857498598e+003,8.59081733209176e+001,-5.66441045395619e+001
1.72583789199018e+003,8.58937687048402e+001,-5.66993338683613e+001
1.72981635921508e+003,8.58793460709648e+001,-5.67544942294499e+001
1.73380399775412e+003,8.58649054587888e+001,-5.68095854228292e+001
1.73780082874935e+003,8.58504469078896e+001,-5.68646072497156e+001
1.74180687339159e+003,8.58359704579243e+001,-5.69195595125412e+001
1.74582215292048e+003,8.58214761486277e+001,-5.69744420149540e+001
1.74984668862463e+003,8.58069640198119e+001,-5.70292545618186e+001
1.75388050184174e+003,8.57924341113646e+001,-5.70839969592164e+001
1.75792361395867e+003,8.57778864632485e+001,-5.71386690144462e+001
1.76197604641161e+003,8.57633211155000e+001,-5.71932705360244e+001
1.76603782068614e+003,8.57487381082280e+001,-5.72478013336848e+001
1.77010895831740e+003,8.57341374816127e+001,-5.73022612183799e+001
1.77418948089014e+003,8.57195192759049e+001,-5.73566500022799e+001
1.77827941003890e+003,8.57048835314248e+001,-5.74109674987735e+001
1.78237876744807e+003,8.56902302885604e+001,-5.74652135224678e+001
1.78648757485203e+003,8.56755595877671e+001,-5.75193878891883e+001
1.79060585403527e+003,8.56608714695663e+001,-5.75734904159788e+001
1.79473362683250e+003,8.56461659745441e+001,-5.76275209211014e+001
1.79887091512876e+003,8.56314431433507e+001,-5.76814792240367e+001
1.80301774085954e+003,8.56167030166988e+001,-5.77353651454829e+001
1.80717412601090e+003,8.56019456353631e+001,-5.77891785073562e+001
1.81134009261958e+003,8.55871710401785e+001,-5.78429191327904e+001
1.81551566277311e+003,8.55723792720398e+001,-5.78965868461366e+001
1.81970085860996e+003,8.55575703719000e+001,-5.79501814729627e+001
1.82389570231961e+003,8.55427443807695e+001,-5.80037028400530e+001
1.82810021614272e+003,8.55279013397153e+001,-5.80571507754083e+001
1.83231442237119e+003,8.55130412898593e+001,-5.81105251082445e+001
1.83653834334832e+003,8.54981642723777e+001,-5.81638256689930e+001
1.84077200146893e+003,8.54832703285000e+001,-5.82170522892995e+001
1.84501541917945e+003,8.54683594995076e+001,-5.82702048020235e+001
1.84926861897805e+003,8.54534318267331e+001,-5.83232830412381e+001
1.85353162341478e+003,8.54384873515588e+001,-5.83762868422285e+001
1.85780445509167e+003,8.54235261154163e+001,-5.84292160414921e+001
1.86208713666284e+003,8.54085481597848e+001,-5.84820704767371e+001
1.86637969083464e+003,8.53935535261906e+001,-5.85348499868819e+001
1.87068214036577e+003,8.53785422562056e+001,-5.85875544120545e+001
1.87499450806739e+003,8.53635143914467e+001,-5.86401835935909e+001
1.87931681680324e+003,8.53484699735744e+001,-5.86927373740350e+001
1.88364908948977e+003,8.53334090442920e+001,-5.87452155971370e+001
1.88799134909627e+003,8.53183316453446e+001,-5.87976181078524e+001
1.89234361864495e+003,8.53032378185178e+001,-5.88499447523414e+001
1.89670592121112e+003,8.52881276056370e+001,-5.89021953779672e+001
1.90107827992327e+003,8.52730010485664e+001,-5.89543698332955e+001
1.90546071796322e+003,8.52578581892076e+001,-5.90064679680924e+001
1.90985325856621e+003,8.52426990694989e+001,-5.90584896333243e+001
1.91425592502106e+003,8.52275237314146e+001,-5.91104346811557e+001
1.91866874067026e+003,8.52123322169630e+001,-5.91623029649482e+001
1.92309172891013e+003,8.51971245681868e+001,-5.92140943392594e+001
1.92752491319091e+003,8.51819008271609e+001,-5.92658086598412e+001
1.93196831701689e+003,8.51666610359919e+001,-5.93174457836386e+001
1.93642196394658e+003,8.51514052368173e+001,-5.93690055687880e+001
1.94088587759275e+003,8.51361334718042e+001,-5.94204878746158e+001
1.94536008162263e+003,8.51208457831485e+001,-5.94718925616372e+001
1.94984459975802e+003,8.51055422130739e+001,-5.95232194915541e+001
1.95433945577536e+003,8.50902228038307e+001,-5.95744685272538e+001
1.95884467350596e+003,8.50748875976952e+001,-5.96256395328074e+001
1.96336027683602e+003,8.50595366369688e+001,-5.96767323734679e+001
1.96788628970681e+003,8.50441699639764e+001,-5.97277469156688e+001
1.97242273611482e+003,8.50287876210661e+001,-5.97786830270220e+001
1.97696964011183e+003,8.50133896506081e+001,-5.98295405763164e+001
1.98152702580507e+003,8.49979760949936e+001,-5.98803194335157e+001
1.98609491735734e+003,8.49825469966339e+001,-5.99310194697568e+001
1.99067333898715e+003,8.49671023979595e+001,-5.99816405573480e+001
1.99526231496885e+003,8.49516423414193e+001,-6.00321825697668e+001
1.99986186963271e+003,8.49361668694795e+001,-6.00826453816583e+001
2.00447202736513e+003,8.49206760246226e+001,-6.01330288688329e+001
2.00909281260870e+003,8.49051698493468e+001,-6.01833329082643e+001
2.01372424986236e+003,8.48896483861647e+001,-6.02335573780878e+001
2.01836636368153e+003,8.48741116776028e+001,-6.02837021575980e+001
2.02301917867824e+003,8.48585597662002e+001,-6.03337671272466e+001
2.02768271952125e+003,8.48429926945079e+001,-6.03837521686403e+001
2.03235701093619e+003,8.48274105050880e+001,-6.04336571645390e+001
2.03704207770568e+003,8.48118132405125e+001,-6.04834819988530e+001
2.04173794466950e+003,8.47962009433626e+001,-6.05332265566412e+001
2.04644463672464e+003,8.47805736562281e+001,-6.05828907241087e+001
2.05116217882553e+003,8.47649314217058e+001,-6.06324743886045e+001
2.05589059598411e+003,8.47492742823994e+001,-6.06819774386193e+001
2.06062991326997e+003,8.47336022809180e+001,-6.07313997637830e+001
2.06538015581049e+003,8.47179154598758e+001,-6.07807412548624e+001
2.07014134879101e+003,8.47022138618907e+001,-6.08300018037588e+001
2.07491351745487e+003,8.46864975295839e+001,-6.08791813035057e+001
2.07969668710366e+003,8.46707665055786e+001,-6.09282796482661e+001
2.08449088309725e+003,8.46550208324995e+001,-6.09772967333300e+001
2.08929613085400e+003,8.46392605529720e+001,-6.10262324551121e+001
2.09411245585086e+003,8.46234857096209e+001,-6.10750867111495e+001
2.09893988362349e+003,8.46076963450701e+001,-6.11238594000983e+001
2.10377843976644e+003,8.45918925019415e+001,-6.11725504217318e+001
2.10862814993325e+003,8.45760742228540e+001,-6.12211596769377e+001
2.11348903983661e+003,8.45602415504233e+001,-6.12696870677152e+001
2.11836113524846e+003,8.45443945272602e+001,-6.13181324971725e+001
2.12324446200018e+003,8.45285331959705e+001,-6.13664958695242e+001
2.12813904598267e+003,8.45126575991541e+001,-6.14147770900885e+001
2.13304491314654e+003,8.44967677794037e+001,-6.14629760652844e+001
2.13796208950219e+003,8.44808637793045e+001,-6.15110927026291e+001
2.14289060112002e+003,8.44649456414334e+001,-6.15591269107350e+001
2.14783047413050e+003,8.44490134083577e+001,-6.16070785993071e+001
2.15278173472433e+003,8.44330671226351e+001,-6.16549476791399e+001
2.15774440915263e+003,8.44171068268122e+001,-6.17027340621150e+001
2.16271852372698e+003,8.44011325634242e+001,-6.17504376611976e+001
2.16770410481966e+003,8.43851443749937e+001,-6.17980583904343e+001
2.17270117886370e+003,8.43691423040304e+001,-6.18455961649495e+001
2.17770977235312e+003,8.43531263930301e+001,-6.18930509009429e+001
2.18272991184296e+003,8.43370966844738e+001,-6.19404225156865e+001
2.18776162394951e+003,8.43210532208274e+001,-6.19877109275214e+001
2.19280493535041e+003,8.43049960445404e+001,-6.20349160558551e+001
2.19785987278478e+003,8.42889251980456e+001,-6.20820378211581e+001
2.20292646305342e+003,8.42728407237580e+001,-6.21290761449610e+001
2.20800473301886e+003,8.42567426640743e+001,-6.21760309498518e+001
2.21309470960560e+003,8.42406310613723e+001,-6.22229021594724e+001
2.21819641980018e+003,8.42245059580097e+001,-6.22696896985153e+001
2.22330989065136e+003,8.42083673963241e+001,-6.23163934927213e+001
2.22843514927026e+003,8.41922154186313e+001,-6.23630134688754e+001
2.23357222283049e+003,8.41760500672256e+001,-6.24095495548043e+001
2.23872113856830e+003,8.41598713843785e+001,-6.24560016793730e+001
2.24388192378272e+003,8.41436794123382e+001,-6.25023697724816e+001
2.24905460583574e+003,8.41274741933288e+001,-6.25486537650622e+001
2.25423921215239e+003,8.41112557695495e+001,-6.25948535890754e+001
2.25943577022093e+003,8.40950241831744e+001,-6.26409691775074e+001
2.26464430759302e+003,8.40787794763513e+001,-6.26870004643665e+001
2.26986485188378e+003,8.40625216912012e+001,-6.27329473846800e+001
2.27509743077203e+003,8.40462508698178e+001,-6.27788098744907e+001
2.28034207200037e+003,8.40299670542665e+001,-6.28245878708537e+001
2.28559880337539e+003,8.40136702865841e+001,-6.28702813118333e+001
2.29086765276773e+003,8.39973606087778e+001,-6.29158901364992e+001
2.29614864811232e+003,8.39810380628247e+001,-6.29614142849235e+001
2.30144181740846e+003,8.39647026906713e+001,-6.30068536981773e+001
2.30674718872002e+003,8.39483545342327e+001,-6.30522083183272e+001
2.31206479017555e+003,8.39319936353918e+001,-6.30974780884317e+001
2.31739464996843e+003,8.39156200359991e+001,-6.31426629525386e+001
2.32273679635706e+003,8.38992337778716e+001,-6.31877628556805e+001
2.32809125766496e+003,8.38828349027924e+001,-6.32327777438722e+001
2.33345806228096e+003,8.38664234525103e+001,-6.32777075641069e+001
2.33883723865931e+003,8.38499994687388e+001,-6.33225522643526e+001
2.34422881531987e+003,8.38335629931555e+001,-6.33673117935491e+001
2.34963282084826e+003,8.38171140674020e+001,-6.34119861016041e+001
2.35504928389596e+003,8.38006527330825e+001,-6.34565751393898e+001
2.36047823318053e+003,8.37841790317641e+001,-6.35010788587395e+001
2.36591969748571e+003,8.37676930049753e+001,-6.35454972124439e+001
2.37137370566161e+003,8.37511946942063e+001,-6.35898301542478e+001
2.37684028662483e+003,8.37346841409077e+001,-6.36340776388466e+001
2.38231946935864e+003,8.37181613864903e+001,-6.36782396218822e+001
2.38781128291313e+003,8.37016264723243e+001,-6.37223160599401e+001
2.39331575640534e+003,8.36850794397392e+001,-6.37663069105457e+001
2.39883291901944e+003,8.36685203300226e+001,-6.38102121321602e+001
2.40436280000688e+003,8.36519491844200e+001,-6.38540316841777e+001
2.40990542868654e+003,8.36353660441342e+001,-6.38977655269212e+001
2.41546083444489e+003,8.36187709503249e+001,-6.39414136216392e+001
2.42102904673613e+003,8.36021639441077e+001,-6.39849759305019e+001
2.42661009508236e+003,8.35855450665541e+001,-6.40284524165975e+001
2.43220400907376e+003,8.35689143586906e+001,-6.40718430439291e+001
2.43781081836870e+003,8.35522718614983e+001,-6.41151477774103e+001
2.44343055269392e+003,8.35356176159124e+001,-6.41583665828621e+001
2.44906324184469e+003,8.35189516628217e+001,-6.42014994270092e+001
2.45470891568498e+003,8.35022740430678e+001,-6.42445462774761e+001
2.46036760414758e+003,8.34855847974450e+001,-6.42875071027836e+001
2.46603933723429e+003,8.34688839666995e+001,-6.43303818723449e+001
2.47172414501608e+003,8.34521715915291e+001,-6.43731705564623e+001
2.47742205763323e+003,8.34354477125825e+001,-6.44158731263232e+001
2.48313310529552e+003,8.34187123704590e+001,-6.44584895539967e+001
2.48885731828234e+003,8.34019656057078e+001,-6.45010198124294e+001
2.49459472694290e+003,8.33852074588276e+001,-6.45434638754422e+001
2.50034536169638e+003,8.33684379702663e+001,-6.45858217177263e+001
2.50610925303206e+003,8.33516571804202e+001,-6.46280933148398e+001
2.51188643150953e+003,8.33348651296338e+001,-6.46702786432034e+001
2.51767692775880e+003,8.33180618581991e+001,-6.47123776800973e+001
2.52348077248052e+003,8.33012474063554e+001,-6.47543904036571e+001
2.52929799644609e+003,8.32844218142887e+001,-6.47963167928701e+001
2.53512863049785e+003,8.32675851221311e+001,-6.48381568275717e+001
2.54097270554925e+003,8.32507373699605e+001,-6.48799104884416e+001
2.54683025258499e+003,8.32338785978004e+001,-6.49215777569998e+001
2.55270130266119e+003,8.32170088456189e+001,-6.49631586156035e+001
2.55858588690559e+003,8.32001281533286e+001,-6.50046530474424e+001
2.56448403651766e+003,8.31832365607863e+001,-6.50460610365360e+001
