t,in,mag
-4.9465110285581613e-05,-0.0032362657593640876,0.0033647938368017716
-4.9435110285581615e-05,-0.0042296803338656153,-0.0053160711080054712
-4.9405110285581617e-05,-0.0015805748018614674,-0.0026450357403724478
-4.9375110285581619e-05,-0.0065476476743692169,0.013047297044471495
-4.9345110285581621e-05,-0.0025739893763631061,-0.0013095180565559916
-4.9315110285581623e-05,-0.0035674039508646338,-0.0043144328451431013
-4.9285110285581625e-05,-0.00389854214236518,-0.0049821916870513849
-4.9255110285581613e-05,-0.00389854214236518,0.0023631555739394017
-4.9225110285581615e-05,-0.0032362657593640876,0.0013615173110770318
-4.9195110285581617e-05,-0.00058716022735993967,-0.0069854682127761247
-4.9165110285581619e-05,-0.0045608185253661615,0.0020292761529853154
-4.9135110285581621e-05,-0.0035674039508646338,0.0030309144158476853
-4.9105110285581623e-05,-0.0015805748018614674,0.0016953967320311181
-4.9075110285581625e-05,-0.0019117129933620136,-0.00064175921464770802
-4.9045110285581613e-05,0.0010685307301426805,-0.0013095180565559916
-4.9015110285581615e-05,-0.0022428511848625599,-0.00030787979369362173
-4.8985110285581617e-05,-0.00091829841886048591,-0.0036466740032348177
-4.8955110285581619e-05,-0.0019117129933620136,-0.0066515887918220384
-4.8925110285581621e-05,-0.00091829841886048591,-0.003980553424189015
-4.8895110285581623e-05,-0.0035674039508646338,0.0047003115206183388
-4.8865110285581625e-05,-0.0025739893763631061,0.002697034994893488
-4.8835110285581614e-05,-0.0012494366103610322,2.5999627260575586e-05
-4.8805110285581616e-05,-0.00389854214236518,-0.007319347633730211
-4.8775110285581618e-05,-0.0015805748018614674,-0.0019772768984642752
-4.874511028558162e-05,-0.0025739893763631061,0.0080391057301595348
-4.8715110285581622e-05,-0.0025739893763631061,0.013381176465425582
-4.8685110285581624e-05,-0.0022428511848625599,0.0087068645720678184
-4.8655110285581626e-05,-0.0029051275678635413,0.0047003115206183388
-4.8625110285581614e-05,-0.0029051275678635413,-0.0033127945822807314
-4.8595110285581616e-05,7.5116155641041793e-05,-0.0059838299499137548
-4.8565110285581618e-05,0.0010685307301426805,-0.00097563863560190534
-4.853511028558162e-05,-0.0022428511848625599,0.0013615173110770318
-4.8505110285581622e-05,-0.00091829841886048591,0.0036986732577559689
-4.8475110285581624e-05,-0.0022428511848625599,0.0063697086253889923
-4.8445110285581612e-05,-0.0025739893763631061,0.00035987904821466188
-4.8415110285581614e-05,-0.0022428511848625599,-0.0043144328451431013
-4.8385110285581616e-05,-0.0022428511848625599,-0.0036466740032348177
-4.8355110285581618e-05,-0.0012494366103610322,-0.0053160711080054712
-4.832511028558162e-05,-0.0035674039508646338,0.0030309144158476853
-4.8295110285581622e-05,-0.0042296803338656153,0.0097085028349301883
-4.8265110285581624e-05,-0.0048919567168667077,0.0043664320996641415
-4.8235110285581613e-05,-0.0032362657593640876,-0.0049821916870513849
-4.8205110285581615e-05,-0.0025739893763631061,-0.0053160711080054712
-4.8175110285581617e-05,-0.0015805748018614674,-0.0023111563194183615
-4.8145110285581619e-05,0.0010685307301426805,0.0067035880463430786
-4.8115110285581621e-05,0.00073739253864213428,0.00035987904821466188
-4.8085110285581623e-05,-0.00058716022735993967,-0.0019772768984642752
-4.8055110285581624e-05,-0.0029051275678635413,0.0016953967320311181
-4.8025110285581613e-05,7.5116155641041793e-05,-0.0069854682127761247
-4.7995110285581615e-05,-0.0015805748018614674,0.0030309144158476853
-4.7965110285581617e-05,-0.0022428511848625599,2.5999627260575586e-05
-4.7935110285581619e-05,-0.0042296803338656153,0.0033647938368017716
-4.7905110285581621e-05,-0.0062165094828687817,0.010710141097792558
-4.7875110285581623e-05,-0.0019117129933620136,0.0016953967320311181
-4.7845110285581625e-05,0.0010685307301426805,-0.014330815473766911
-4.7815110285581613e-05,-0.00091829841886048591,-0.010324262422317432
-4.7785110285581615e-05,-0.0045608185253661615,0.015718332412104519
-4.7755110285581617e-05,-0.0055542330998676892,0.032412303459810832
-4.7725110285581619e-05,0.0013996689216431157,0.019724885463553998
-4.7695110285581621e-05,-0.0055542330998676892,-0.0059838299499137548
-4.7665110285581623e-05,0.0050421890281489024,-0.036700736677693468
-4.7635110285581625e-05,-0.005223094908367143,0.0053680703625265114
-4.7605110285581614e-05,0.0066978799856514115,-0.024013318681436635
-4.7575110285581616e-05,7.5116155641041793e-05,0.041093168404618186
-4.7545110285581618e-05,-0.011183582355376531,0.0030309144158476853
-4.7515110285581619e-05,0.0096781237091561056,-0.034029701310060445
-4.7485110285581621e-05,-0.011183582355376531,0.021728161989278738
-4.7455110285581623e-05,-0.005223094908367143,-0.010992021264225715
-4.7425110285581625e-05,0.0070290181771519578,-0.0099903830013632344
-4.7395110285581614e-05,-0.013501549695880133,0.013715055886379779
-4.7365110285581616e-05,0.0070290181771519578,-0.017335730262354021
-4.7335110285581618e-05,-0.005223094908367143,0.025734715040728329
-4.730511028558162e-05,-0.00058716022735993967,0.002697034994893488
-4.7275110285581622e-05,-0.00058716022735993967,0.0020292761529853154
-4.7245110285581624e-05,-0.0042296803338656153,-0.0086548653175467782
-4.7215110285581626e-05,0.0027242216876451897,0.015718332412104519
-4.7185110285581614e-05,-0.0085344768233723833,0.016386091254012802
-4.7155110285581616e-05,0.0037176362621468284,-0.018671247946170588
-4.7125110285581618e-05,-0.0085344768233723833,0.013381176465425582
-4.709511028558162e-05,0.0043799126451478099,-0.028019871732886115
-4.7065110285581622e-05,0.00040625434714158803,0.020392644305462282
-4.7035110285581624e-05,-0.0082033386318718371,-0.003980553424189015
-4.7005110285581613e-05,0.0063667417941509763,-0.0079871064756384946
-4.6975110285581614e-05,-0.0082033386318718371,0.020726523726416368
-4.6945110285581616e-05,0.001730807113143662,-0.019672886209032958
-4.6915110285581618e-05,-0.0032362657593640876,0.0047003115206183388
-4.688511028558162e-05,-0.0058853712913682354,0.0016953967320311181
-4.6855110285581622e-05,0.0010685307301426805,0.0036986732577559689
-4.6825110285581624e-05,-0.0055542330998676892,0.0067035880463430786
-4.6795110285581613e-05,0.0010685307301426805,-0.011993659527088085
-4.6765110285581615e-05,-0.0035674039508646338,0.0067035880463430786
-4.6735110285581617e-05,0.0020619453046442082,0.00035987904821466188
-4.6705110285581619e-05,-0.00091829841886048591,0.0050341909415724251
-4.6675110285581621e-05,-0.0029051275678635413,-0.00064175921464770802
-4.6645110285581623e-05,-0.00091829841886048591,-0.0063177093708678411
-4.6615110285581625e-05,-0.005223094908367143,0.0050341909415724251
-4.6585110285581613e-05,-0.0022428511848625599,-0.007319347633730211
-4.6555110285581615e-05,-0.0025739893763631061,-0.0053160711080054712
-4.6525110285581617e-05,-0.0025739893763631061,-0.0079871064756384946
-4.6495110285581619e-05,-0.0032362657593640876,0.0036986732577559689
-4.6465110285581621e-05,-0.00389854214236518,0.0070374674672971649
-4.6435110285581623e-05,-0.0012494366103610322,0.0016953967320311181
-4.6405110285581625e-05,-0.0019117129933620136,-0.0033127945822807314
-4.6375110285581613e-05,-0.0012494366103610322,-0.0069854682127761247
-4.6345110285581615e-05,-0.0015805748018614674,0.0040325526787100552
-4.6315110285581617e-05,-0.0035674039508646338,0.0057019497834807087
-4.6285110285581619e-05,-0.0042296803338656153,0.0053680703625265114
-4.6255110285581621e-05,-0.0042296803338656153,2.5999627260575586e-05
-4.6225110285581623e-05,-0.0012494366103610322,-0.0029789151613266451
-4.6195110285581625e-05,-0.0029051275678635413,0.0013615173110770318
-4.6165110285581614e-05,7.5116155641041793e-05,0.0016953967320311181
-4.6135110285581616e-05,-0.0019117129933620136,2.5999627260575586e-05
-4.6105110285581618e-05,-0.0029051275678635413,0.002697034994893488
-4.607511028558162e-05,-0.0032362657593640876,0.006035829204434795
-4.6045110285581622e-05,-0.0045608185253661615,-0.00097563863560190534
-4.6015110285581624e-05,-0.0045608185253661615,-0.0089887447385008645
-4.5985110285581626e-05,-0.005223094908367143,-0.010992021264225715
-4.5955110285581614e-05,-0.0029051275678635413,0.00069375846916874817
-4.5925110285581616e-05,-0.0015805748018614674,0.0087068645720678184
-4.5895110285581618e-05,-0.0022428511848625599,0.0050341909415724251
-4.586511028558162e-05,-0.0032362657593640876,0.00035987904821466188
-4.5835110285581622e-05,-0.0025739893763631061,-0.0069854682127761247
-4.5805110285581624e-05,-0.0029051275678635413,-0.0046483122660972986
-4.5775110285581612e-05,-0.00389854214236518,2.5999627260575586e-05
-4.5745110285581614e-05,-0.0042296803338656153,0.0023631555739394017
-4.5715110285581616e-05,-0.0032362657593640876,-0.00097563863560190534
-4.5685110285581618e-05,-0.00025602203585939343,-0.0056499505289596685
-4.565511028558162e-05,-0.00091829841886048591,-0.0026450357403724478
-4.5625110285581622e-05,-0.0019117129933620136,0.0036986732577559689
-4.5595110285581624e-05,-0.00025602203585939343,0.0040325526787100552
-4.5565110285581613e-05,-0.0012494366103610322,0.0033647938368017716
-4.5535110285581615e-05,-0.0012494366103610322,-0.0019772768984642752
-4.5505110285581617e-05,-0.0045608185253661615,0.00035987904821466188
-4.5475110285581619e-05,-0.00389854214236518,0.0036986732577559689
-4.5445110285581621e-05,-0.0015805748018614674,0.0040325526787100552
-4.5415110285581623e-05,-0.0029051275678635413,-0.0019772768984642752
-4.5385110285581625e-05,-0.00025602203585939343,0.0020292761529853154
-4.5355110285581613e-05,-0.0032362657593640876,0.0067035880463430786
-4.5325110285581615e-05,-0.00389854214236518,0.0033647938368017716
-4.5295110285581617e-05,-0.0029051275678635413,-0.0046483122660972986
-4.5265110285581619e-05,-0.0012494366103610322,-0.0036466740032348177
-4.5235110285581621e-05,-0.0029051275678635413,0.0073713468882513622
-4.5205110285581623e-05,0.00040625434714158803,-0.003980553424189015
-4.5175110285581625e-05,-0.0062165094828687817,0.015718332412104519
-4.5145110285581613e-05,0.00040625434714158803,-0.011993659527088085
-4.5115110285581615e-05,0.0083535709431540317,-0.013329177210904541
-4.5085110285581617e-05,-0.011514720546877077,0.019391006042599912
-4.5055110285581619e-05,0.0027242216876451897,-0.031024786521473224
-4.5025110285581621e-05,-0.0022428511848625599,0.024399197356911762
-4.4995110285581623e-05,-0.014494964270381661,0.0080391057301595348
-4.4965110285581625e-05,0.016300887539166475,-0.032026424784335705
-4.4935110285581614e-05,-0.010852444163875985,0.033413941722673202
-4.4905110285581616e-05,0.0027242216876451897,-0.026016595207161375
-4.4875110285581618e-05,-0.00025602203585939343,0.013715055886379779
-4.484511028558162e-05,-0.011845858738377513,0.0067035880463430786
-4.4815110285581622e-05,0.0063667417941509763,-0.010658141843271518
-4.4785110285581624e-05,-0.0032362657593640876,0.0050341909415724251
-4.4755110285581626e-05,7.5116155641041793e-05,-0.016334091999491651
-4.4725110285581614e-05,-0.0012494366103610322,0.0020292761529853154
-4.4695110285581616e-05,-0.00091829841886048591,0.0047003115206183388
-4.4665110285581618e-05,0.00073739253864213428,0.00069375846916874817
-4.463511028558162e-05,-0.0048919567168667077,0.0030309144158476853
-4.4605110285581622e-05,0.0020619453046442082,0.00035987904821466188
-4.4575110285581624e-05,-0.0048919567168667077,0.010376261676838472
-4.4545110285581612e-05,-0.0019117129933620136,-0.011659780106133888
-4.4515110285581614e-05,-0.0035674039508646338,0.0030309144158476853
-4.4485110285581616e-05,-0.0019117129933620136,0.0063697086253889923
-4.4455110285581618e-05,0.00073739253864213428,0.00035987904821466188
-4.442511028558162e-05,-0.0029051275678635413,0.0047003115206183388
-4.4395110285581622e-05,-0.0022428511848625599,0.0063697086253889923
-4.4365110285581624e-05,-0.0032362657593640876,0.0050341909415724251
-4.4335110285581613e-05,-0.00091829841886048591,0.0023631555739394017
-4.4305110285581615e-05,-0.0029051275678635413,-0.00097563863560190534
-4.4275110285581617e-05,-0.0029051275678635413,0.0023631555739394017
-4.4245110285581619e-05,-0.0022428511848625599,0.0057019497834807087
-4.4215110285581621e-05,-0.0012494366103610322,-0.0019772768984642752
-4.4185110285581623e-05,7.5116155641041793e-05,-0.0043144328451431013
-4.4155110285581625e-05,-0.0015805748018614674,0.0010276378901229455
-4.4125110285581613e-05,-0.0019117129933620136,-0.0019772768984642752
-4.4095110285581615e-05,-0.0015805748018614674,-0.0026450357403724478
-4.4065110285581617e-05,-0.0032362657593640876,-0.007319347633730211
-4.4035110285581619e-05,-0.00389854214236518,-0.00030787979369362173
-4.4005110285581621e-05,-0.00389854214236518,0.0030309144158476853
-4.3975110285581623e-05,-0.0042296803338656153,0.0067035880463430786
-4.3945110285581625e-05,-0.0015805748018614674,-0.0026450357403724478
-4.3915110285581613e-05,-0.0022428511848625599,-0.00064175921464770802
-4.3885110285581615e-05,-0.0029051275678635413,-0.0079871064756384946
-4.3855110285581617e-05,-0.00058716022735993967,-0.011325900685179802
-4.3825110285581619e-05,-0.00058716022735993967,-0.0019772768984642752
-4.3795110285581621e-05,-0.0025739893763631061,0.0090407439930219047
-4.3765110285581623e-05,-0.0029051275678635413,0.0043664320996641415
-4.3735110285581625e-05,-0.0035674039508646338,-0.003980553424189015
-4.3705110285581614e-05,-0.00389854214236518,-0.00030787979369362173
-4.3675110285581616e-05,-0.0032362657593640876,0.0097085028349301883
-4.3645110285581618e-05,-0.0022428511848625599,0.0080391057301595348
-4.361511028558162e-05,-0.0025739893763631061,-0.0029789151613266451
-4.3585110285581622e-05,-0.0029051275678635413,-0.0089887447385008645
-4.3555110285581624e-05,-0.0019117129933620136,-0.0019772768984642752
-4.3525110285581626e-05,-0.0015805748018614674,0.0057019497834807087
-4.3495110285581614e-05,-0.0035674039508646338,0.0070374674672971649
-4.3465110285581616e-05,-0.00025602203585939343,-0.003980553424189015
-4.3435110285581618e-05,-0.0012494366103610322,-0.003980553424189015
-4.340511028558162e-05,-0.00389854214236518,0.0010276378901229455
-4.3375110285581622e-05,-0.0022428511848625599,0.0013615173110770318
-4.3345110285581624e-05,-0.0022428511848625599,0.00035987904821466188
-4.3315110285581612e-05,-0.0022428511848625599,0.0016953967320311181
-4.3285110285581614e-05,-0.00091829841886048591,-0.003980553424189015
-4.3255110285581616e-05,7.5116155641041793e-05,-0.0063177093708678411
-4.3225110285581618e-05,-0.0025739893763631061,-0.0043144328451431013
-4.319511028558162e-05,-0.00091829841886048591,0.0010276378901229455
-4.3165110285581622e-05,-0.0029051275678635413,0.0057019497834807087
-4.3135110285581624e-05,-0.0019117129933620136,0.0020292761529853154
-4.3105110285581613e-05,-0.00091829841886048591,-0.0026450357403724478
-4.3075110285581615e-05,-0.0025739893763631061,-0.00030787979369362173
-4.3045110285581617e-05,-0.0032362657593640876,0.0057019497834807087
-4.3015110285581619e-05,-0.0029051275678635413,0.0013615173110770318
-4.2985110285581621e-05,-0.00091829841886048591,0.0013615173110770318
-4.2955110285581622e-05,-0.0012494366103610322,-0.0019772768984642752
-4.2925110285581624e-05,-0.0022428511848625599,-0.0019772768984642752
-4.2895110285581613e-05,-0.0015805748018614674,0.0016953967320311181
-4.2865110285581615e-05,-0.0019117129933620136,0.0036986732577559689
-4.2835110285581617e-05,-0.00058716022735993967,0.0033647938368017716
-4.2805110285581619e-05,-0.0022428511848625599,-0.0033127945822807314
-4.2775110285581621e-05,-0.0035674039508646338,-0.0019772768984642752
-4.2745110285581623e-05,-0.0025739893763631061,0.0047003115206183388
-4.2715110285581625e-05,-0.0035674039508646338,0.0043664320996641415
-4.2685110285581613e-05,-0.00058716022735993967,-0.0036466740032348177
-4.2655110285581615e-05,7.5116155641041793e-05,-0.00064175921464770802
-4.2625110285581617e-05,-0.0019117129933620136,-0.00030787979369362173
-4.2595110285581619e-05,-0.0015805748018614674,-0.0016433974775100779
-4.2565110285581621e-05,-0.0012494366103610322,-0.0033127945822807314
-4.2535110285581623e-05,-0.0012494366103610322,-0.0053160711080054712
-4.2505110285581625e-05,-0.0032362657593640876,0.0020292761529853154
-4.2475110285581614e-05,-0.0022428511848625599,0.00035987904821466188
-4.2445110285581616e-05,-0.0012494366103610322,0.0033647938368017716
-4.2415110285581617e-05,-0.0019117129933620136,0.0030309144158476853
-4.2385110285581619e-05,-0.0015805748018614674,-0.0019772768984642752
-4.2355110285581621e-05,-0.00091829841886048591,-0.00064175921464770802
-4.2325110285581623e-05,-0.0015805748018614674,-0.0019772768984642752
-4.2295110285581625e-05,-0.0035674039508646338,0.0016953967320311181
-4.2265110285581614e-05,-0.0012494366103610322,0.0080391057301595348
-4.2235110285581616e-05,-0.0019117129933620136,0.0070374674672971649
-4.2205110285581618e-05,-0.0019117129933620136,0.0030309144158476853
-4.217511028558162e-05,-0.00091829841886048591,-0.0013095180565559916
-4.2145110285581622e-05,-0.0019117129933620136,-0.0083209858965926919
-4.2115110285581624e-05,-0.00091829841886048591,0.002697034994893488
-4.2085110285581612e-05,-0.00091829841886048591,0.011377899939700842
-4.2055110285581614e-05,-0.0012494366103610322,0.0073713468882513622
-4.2025110285581616e-05,-0.0019117129933620136,0.0023631555739394017
-4.1995110285581618e-05,-0.0025739893763631061,-0.0023111563194183615
-4.196511028558162e-05,-0.0025739893763631061,-0.0049821916870513849
-4.1935110285581622e-05,-0.0019117129933620136,-0.00030787979369362173
-4.1905110285581624e-05,-0.0025739893763631061,0.0033647938368017716
-4.1875110285581613e-05,-0.0019117129933620136,-0.00030787979369362173
-4.1845110285581614e-05,-0.0032362657593640876,-0.0019772768984642752
-4.1815110285581616e-05,-0.0022428511848625599,-0.011993659527088085
-4.1785110285581618e-05,-0.0035674039508646338,0.0043664320996641415
-4.175511028558162e-05,-0.0015805748018614674,0.013715055886379779
-4.1725110285581622e-05,-0.0025739893763631061,0.0073713468882513622
-4.1695110285581624e-05,-0.00025602203585939343,-0.0059838299499137548
-4.1665110285581613e-05,-0.0015805748018614674,-0.0096565035804091481
-4.1635110285581615e-05,-0.0035674039508646338,-0.010658141843271518
-4.1605110285581617e-05,-0.0012494366103610322,-0.0086548653175467782
-4.1575110285581619e-05,-0.0035674039508646338,0.0057019497834807087
-4.1545110285581621e-05,-0.0019117129933620136,0.010376261676838472
-4.1515110285581623e-05,-0.0019117129933620136,0.0083729851511137321
-4.1485110285581625e-05,-0.0012494366103610322,-0.0086548653175467782
-4.1455110285581613e-05,-0.00091829841886048591,-0.0066515887918220384
-4.1425110285581615e-05,-0.00091829841886048591,-0.0099903830013632344
-4.1395110285581617e-05,-0.0015805748018614674,0.006035829204434795
-4.1365110285581619e-05,-0.0025739893763631061,0.012045658781609125
-4.1335110285581621e-05,-0.0019117129933620136,0.002697034994893488
-4.1305110285581623e-05,-0.0015805748018614674,-0.0019772768984642752
-4.1275110285581625e-05,-0.0015805748018614674,-0.011325900685179802
-4.1245110285581613e-05,-0.0012494366103610322,-0.0046483122660972986
-4.1215110285581615e-05,-0.0015805748018614674,0.0073713468882513622
-4.1185110285581617e-05,-0.0015805748018614674,0.011044020518746755
-4.1155110285581619e-05,-0.0025739893763631061,0.0080391057301595348
-4.1125110285581621e-05,-0.005223094908367143,0.0050341909415724251
-4.1095110285581623e-05,-0.0035674039508646338,2.5999627260575586e-05
-4.1065110285581625e-05,-0.00025602203585939343,-0.011993659527088085
-4.1035110285581614e-05,-0.0032362657593640876,0.0043664320996641415
-4.1005110285581616e-05,0.0057044654111498838,-0.016000212578537565
-4.0975110285581618e-05,-0.0032362657593640876,0.012045658781609125
-4.094511028558162e-05,-0.0019117129933620136,0.0020292761529853154
-4.0915110285581622e-05,0.00073739253864213428,0.0010276378901229455
-4.0885110285581624e-05,-0.00389854214236518,0.0016953967320311181
-4.0855110285581612e-05,-0.0019117129933620136,2.5999627260575586e-05
-4.0825110285581614e-05,-0.0029051275678635413,0.00035987904821466188
-4.0795110285581616e-05,-0.0035674039508646338,-0.0026450357403724478
-4.0765110285581618e-05,-0.00025602203585939343,-0.0026450357403724478
-4.073511028558162e-05,-0.00091829841886048591,-0.00064175921464770802
-4.0705110285581622e-05,-0.0015805748018614674,0.0043664320996641415
-4.0675110285581624e-05,-0.0022428511848625599,0.011711779360654928
-4.0645110285581612e-05,-0.0012494366103610322,0.0053680703625265114
-4.0615110285581614e-05,-0.0022428511848625599,-0.00030787979369362173
